0,-1,19/07/2008 11:55:00
1,-1,19/07/2008 12:32:00
2,1,19/07/2008 13:17:00
3,-1,19/07/2008 14:43:00
4,-1,19/07/2008 15:22:00
5,-1,19/07/2008 17:53:00
6,-1,19/07/2008 19:44:00
7,-1,19/07/2008 19:45:00
8,-1,19/07/2008 20:24:00
9,-1,19/07/2008 21:35:00
10,1,19/07/2008 21:57:00
11,1,19/07/2008 22:52:00
12,-1,20/07/2008 03:35:00
13,-1,21/07/2008 08:21:00
14,1,21/07/2008 11:53:00
15,-1,22/07/2008 00:03:00
16,-1,22/07/2008 02:59:00
17,-1,22/07/2008 08:41:00
18,-1,22/07/2008 11:47:00
19,-1,22/07/2008 14:00:00
20,-1,22/07/2008 15:30:00
21,-1,23/07/2008 05:15:00
22,-1,23/07/2008 19:22:00
23,1,25/07/2008 15:23:00
24,-1,27/07/2008 04:18:00
25,-1,27/07/2008 09:37:00
26,-1,27/07/2008 11:10:00
27,-1,27/07/2008 15:46:00
28,-1,27/07/2008 16:06:00
29,-1,27/07/2008 16:49:00
30,-1,27/07/2008 20:24:00
31,-1,27/07/2008 22:28:00
32,-1,27/07/2008 22:28:00
33,-1,27/07/2008 23:14:00
34,-1,28/07/2008 03:31:00
35,-1,28/07/2008 03:48:00
36,-1,28/07/2008 04:37:00
37,-1,28/07/2008 05:36:00
38,1,28/07/2008 06:45:00
39,-1,28/07/2008 08:36:00
40,1,28/07/2008 15:11:00
41,-1,28/07/2008 23:57:00
42,-1,29/07/2008 04:08:00
43,-1,29/07/2008 05:16:00
44,-1,29/07/2008 06:19:00
45,1,29/07/2008 08:23:00
46,-1,29/07/2008 11:47:00
47,-1,29/07/2008 15:41:00
48,1,29/07/2008 15:49:00
49,1,29/07/2008 17:05:00
50,1,29/07/2008 18:08:00
51,-1,29/07/2008 21:07:00
52,-1,29/07/2008 23:14:00
53,-1,29/07/2008 23:19:00
54,-1,30/07/2008 06:30:00
55,-1,30/07/2008 07:08:00
56,-1,30/07/2008 12:02:00
57,1,30/07/2008 12:29:00
58,1,30/07/2008 21:16:00
59,-1,31/07/2008 13:57:00
60,-1,31/07/2008 15:36:00
61,-1,31/07/2008 17:07:00
